entityid,codpartidaabierta,fe,fv,plazofactura,vidafactura,daystodue,plazoconsumido,fec,fec_desde_fobs,rango_fec,lgd,pdriim,riim10,pdriim_norm,sector,tiposegmento,importe,log_importe,impacto,importe_norm,riim10_norm,score_fec,score,escala,plazo_consumido_adj
2701421.0,1.0185909000039723e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0266",7.0,"0,0629",COMERCIO,1.0,"435,48","2,6390",0,"0,3290","0,3333","0,8","43,92",MEDIA,0.3333
5071029.0,1.0185909000038602e+17,2025-10-31,,61.0,10.0,51.0,0.16390000000000002,-6.0,45.0,-7-0,"0,0019","0,0165",8.0,"0,0353",OTRAS_ACTIV_EMPR,1.0,"2653,56","3,4238",0,"0,4865","0,2222","0,8","43,91",MEDIA,0.16390000000000002
3945871.0,1.018590900003938e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0272",7.0,"0,0645",INDUSTRIA,1.0,"434,89","2,6384",0,"0,3288","0,3333","0,8","43,91",MEDIA,0.3333
5233955.0,1.0185909000039907e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0238",8.0,"0,0552",COMERCIO,1.0,"1497,64","3,1754",0,"0,4367","0,2222","0,8","43,91",MEDIA,0.3333
103532887.0,1.0185909000039e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0251",7.0,"0,0588",,,"434,57","2,6381",0,"0,3288","0,3333","0,8","43,91",MEDIA,0.3333
9201437.0,1.0185909000040814e+17,2025-10-30,,0.0,11.0,-11.0,11.0,28.0,17.0,15-30,"0,0135","0,0271",7.0,"0,0642",COMERCIO,1.0,"3716,58","3,5701",1,"0,5159","0,3333","0,85","48,09",ALTA,0.0
5180641.0,1.0185909000039782e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0273",7.0,"0,0648",,,"433,38","2,6369",0,"0,3285","0,3333","0,8","43,90",MEDIA,0.3333
101327361.0,1.0185909000038648e+17,2025-10-31,2025-03-12,33.0,10.0,23.0,0.303,-3.0,20.0,-7-0,"0,0019","0,0248",7.0,"0,0580",OTROS_SERVICIOS,1.0,"479,55","2,6808",0,"0,3374","0,3333","0,8","43,90",MEDIA,0.303
106964789.0,1.0185909000038848e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0013","0,026",7.0,"0,0612",,,"432,77","2,6363",0,"0,3284","0,3333","0,8","43,90",MEDIA,0.3333
3353451.0,1.0185909000039862e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,0243",8.0,"0,0566",COMERCIO,1.0,"1486,36","3,1721",0,"0,4360","0,2222","0,8","43,89",MEDIA,0.3333
4358590.0,1.0185909000039416e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0257",7.0,"0,0604",INDUSTRIA,1.0,"431,47","2,6350",0,"0,3282","0,3333","0,8","43,89",MEDIA,0.3333
2251426.0,1.0185909000039555e+17,2025-10-31,,30.0,10.0,20.0,0.3333,0.0,20.0,0,"0,0068","0,0256",7.0,"0,0601",COMERCIO,1.0,"134,64","2,1292",0,"0,2266","0,3333","0,95","43,89",MEDIA,0.3333
4940296.0,1.0185909000038717e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0256",7.0,"0,0601",TRANSPORTE,1.0,"430,64","2,6341",0,"0,3280","0,3333","0,8","43,88",MEDIA,0.3333
105724395.0,1.0185909000038838e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,0288",7.0,"0,0689",,,"430,46","2,6339",0,"0,3280","0,3333","0,8","43,88",MEDIA,0.3333
2747580.0,1.0185909000039962e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-5.0,15.0,-7-0,"0,0004","0,0296",7.0,"0,0711",COMERCIO,1.0,"430,43","2,6339",0,"0,3279","0,3333","0,8","43,88",MEDIA,0.3333
105223199.0,1.018590900003884e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0297",7.0,"0,0713",,,"429,97","2,6334",0,"0,3279","0,3333","0,8","43,88",MEDIA,0.3333
1752641.0,1.0185909000039338e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-5.0,15.0,-7-0,"0,0002","0,0113",9.0,"0,0211",INDUSTRIA,1.0,"5095,83","3,7072",1,"0,5434","0,1111","0,8","43,88",MEDIA,0.3333
103656589.0,1.0185909000039326e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0271",7.0,"0,0642",,,"428,45","2,6319",0,"0,3275","0,3333","0,8","43,87",MEDIA,0.3333
5307450.0,1.0185909000039949e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0288",7.0,"0,0689",INDUSTRIA,1.0,"428,41","2,6319",0,"0,3275","0,3333","0,8","43,87",MEDIA,0.3333
5100990.0,1.0185909000039032e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0022","0,0161",8.0,"0,0342",COMERCIO,1.0,"1475,67","3,1690",0,"0,4354","0,2222","0,8","43,87",MEDIA,0.3333
4618626.0,1.0185909000034467e+17,2025-10-15,,46.0,26.0,20.0,0.5652,-2.0,18.0,-7-0,"0,0005","0,0252",7.0,"0,0590",TRANSPORTE,1.0,"195,67","2,2915",0,"0,2592","0,3333","0,8","43,87",MEDIA,0.5652
4157543.0,1.0185909000038184e+17,2025-09-30,,51.0,41.0,10.0,0.8039000000000001,-1.0,9.0,-7-0,"0,0004","0,0109",9.0,"0,0200",INDUSTRIA,1.0,"1037,5","3,0160",0,"0,4047","0,1111","0,8","43,86",MEDIA,0.8039000000000001
2749558.0,1.0185909000039702e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0275",7.0,"0,0653",,,"427,46","2,6309",0,"0,3273","0,3333","0,8","43,86",MEDIA,0.3333
1962498.0,1.0185909000038198e+17,2025-09-30,,61.0,41.0,20.0,0.6720999999999999,-1.0,19.0,-7-0,"0,0004","0,0174",8.0,"0,0378",COMERCIO,1.0,"469,47","2,6716",0,"0,3355","0,2222","0,8","43,86",MEDIA,0.6720999999999999
3592737.0,1.018590900003972e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-2.0,18.0,-7-0,"0,0023","0,018",8.0,"0,0394",TRANSPORTE,1.0,"1471,69","3,1678",0,"0,4351","0,2222","0,8","43,86",MEDIA,0.3333
102537143.0,1.0185909000038821e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0295",7.0,"0,0708",,,"426,85","2,6303",0,"0,3272","0,3333","0,8","43,86",MEDIA,0.3333
3495176.0,1.01859090000379e+17,2025-08-31,2025-10-11,71.0,71.0,0.0,1.0,1.0,1.0,0-7,"0,0009","0,0076",9.0,"0,0110",COMERCIO,1.0,"113,15","2,0537",0,"0,2115","0,1111",1,"43,86",MEDIA,1.0
104673523.0,1.0185909000038754e+17,2025-10-31,,30.0,10.0,20.0,0.3333,1.0,21.0,0-7,"0,0302","0,0215",8.0,"0,0489",COMERCIO,1.0,"310,38","2,4919",0,"0,2994","0,2222",1,"43,85",MEDIA,0.3333
104240592.0,1.0185909000038842e+17,2025-10-31,,30.0,10.0,20.0,0.3333,0.0,20.0,0,"0,0010","0,0279",7.0,"0,0664",COMERCIO,1.0,"132,75","2,1230",0,"0,2254","0,3333","0,95","43,85",MEDIA,0.3333
106666230.0,1.0185909000039029e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0275",7.0,"0,0653",,,"425,06","2,6285",0,"0,3269","0,3333","0,8","43,85",MEDIA,0.3333
2000917.0,1.0185909000040064e+17,2025-10-31,,55.0,10.0,45.0,0.1818,-5.0,40.0,-7-0,"0,0004","0,0212",8.0,"0,0481",COMERCIO,1.0,"2436,63","3,3868",0,"0,4791","0,2222","0,8","43,84",MEDIA,0.1818
103532156.0,1.0185909000038296e+17,2025-09-30,2025-10-12,71.0,41.0,30.0,0.5775,-5.0,25.0,-7-0,"0,0008","0,0286",7.0,"0,0683",TRANSPORTE,1.0,"185,82","2,2691",0,"0,2547","0,3333","0,8","43,83",MEDIA,0.5775
3495176.0,1.01859090000379e+17,2025-08-31,2025-10-11,71.0,71.0,0.0,1.0,1.0,1.0,0-7,"0,0009","0,0076",9.0,"0,0110",COMERCIO,1.0,"112,31","2,0504",0,"0,2108","0,1111",1,"43,83",MEDIA,1.0
100484886.0,1.0185909000039338e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0268",7.0,"0,0634",,,"423,29","2,6266",0,"0,3265","0,3333","0,8","43,83",MEDIA,0.3333
4316074.0,1.0185909000038229e+17,2025-09-30,,51.0,41.0,10.0,0.8039000000000001,1.0,11.0,0-7,"0,0044","0,012",9.0,"0,0230",INDUSTRIA,1.0,"217,59","2,3376",0,"0,2685","0,1111",1,"43,83",MEDIA,0.8039000000000001
5313608.0,1.018590900003994e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,0296",7.0,"0,0711",,,"423,18","2,6265",0,"0,3265","0,3333","0,8","43,83",MEDIA,0.3333
4436890.0,1.0185909000040462e+17,2025-10-13,2025-05-12,53.0,28.0,25.0,0.5283,-3.0,22.0,-7-0,"0,0040","0,0087",9.0,"0,0140",OTROS_SERVICIOS,1.0,"2601,27","3,4152",0,"0,4848","0,1111","0,8","43,83",MEDIA,0.5283
4189624.0,1.0185909000039555e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,0242",8.0,"0,0563",COMERCIO,1.0,"1457,64","3,1637",0,"0,4343","0,2222","0,8","43,83",MEDIA,0.3333
117209862.0,1.0185909000039061e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0249",7.0,"0,0582",,,"422,86","2,6262",0,"0,3264","0,3333","0,8","43,83",MEDIA,0.3333
3245698.0,1.0185909000039798e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0041","0,022",8.0,"0,0503",INDUSTRIA,1.0,"1454,8","3,1628",0,"0,4341","0,2222","0,8","43,83",MEDIA,0.3333
1632253.0,1.0185909000038984e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-2.0,18.0,-7-0,"0,0002","0,0149",9.0,"0,0309",INDUSTRIA,1.0,"5003,47","3,6993",1,"0,5418","0,1111","0,8","43,82",MEDIA,0.3333
114130926.0,1.0185909000038784e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0296",7.0,"0,0711",,,"421,58","2,6249",0,"0,3261","0,3333","0,8","43,82",MEDIA,0.3333
103532156.0,1.0185909000038298e+17,2025-09-30,2025-10-12,71.0,41.0,30.0,0.5775,-5.0,25.0,-7-0,"0,0008","0,0286",7.0,"0,0683",TRANSPORTE,1.0,"184,91","2,2670",0,"0,2543","0,3333","0,8","43,82",MEDIA,0.5775
3598969.0,1.018590900003899e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0281",7.0,"0,0670",,,"420,14","2,6234",0,"0,3258","0,3333","0,8","43,81",MEDIA,0.3333
4960822.0,1.0185909000039578e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-1.0,19.0,-7-0,"0,0004","0,013",9.0,"0,0257",COMERCIO,1.0,"4977,96","3,6971",1,"0,5414","0,1111","0,8","43,81",MEDIA,0.3333
3411920.0,1.0185909000039754e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0015","0,0118",9.0,"0,0225",COMERCIO,1.0,"4972,74","3,6966",1,"0,5413","0,1111","0,8","43,80",MEDIA,0.3333
3222337.0,1.0185909000038122e+17,2025-09-30,,51.0,41.0,10.0,0.8039000000000001,3.0,13.0,0-7,"0,0030","0,027",7.0,"0,0640",TRANSPORTE,1.0,"18,08","1,2572",0,"0,0515","0,3333",1,"43,79",MEDIA,0.8039000000000001
3743797.0,1.0185909000038827e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-2.0,18.0,-7-0,"0,0004","0,0299",7.0,"0,0719",COMERCIO,1.0,"417,03","2,6202",0,"0,3252","0,3333","0,8","43,79",MEDIA,0.3333
2573611.0,1.0185909000039024e+17,2025-10-31,,50.0,10.0,40.0,0.2,-7.0,33.0,-7-0,"0,0004","0,0166",8.0,"0,0356",COMERCIO,1.0,"2247,74","3,3517",0,"0,4721","0,2222","0,8","43,78",MEDIA,0.2
4403105.0,1.018590900003971e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-5.0,15.0,-7-0,"0,0004","0,0277",7.0,"0,0659",COMERCIO,1.0,"415,76","2,6188",0,"0,3249","0,3333","0,8","43,78",MEDIA,0.3333
3970614.0,1.0185909000038973e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0285",7.0,"0,0681",COMERCIO,1.0,"415,41","2,6185",0,"0,3248","0,3333","0,8","43,78",MEDIA,0.3333
113403886.0,1.0185909000039595e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0271",7.0,"0,0642",,,"414,97","2,6180",0,"0,3248","0,3333","0,8","43,78",MEDIA,0.3333
113463108.0,1.0185909000039179e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0279",7.0,"0,0664",,,"414,75","2,6178",0,"0,3247","0,3333","0,8","43,77",MEDIA,0.3333
3495176.0,1.0185909000037898e+17,2025-08-31,2025-10-11,71.0,71.0,0.0,1.0,1.0,1.0,0-7,"0,0009","0,0076",9.0,"0,0110",COMERCIO,1.0,"109,82","2,0407",0,"0,2088","0,1111",1,"43,77",MEDIA,1.0
110284350.0,1.0185909000039408e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,028",7.0,"0,0667",,,"413,57","2,6165",0,"0,3245","0,3333","0,8","43,77",MEDIA,0.3333
1855322.0,1.018590900003901e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-2.0,18.0,-7-0,"0,0002","0,0119",9.0,"0,0227",INDUSTRIA,1.0,"4903,65","3,6905",1,"0,5401","0,1111","0,8","43,76",MEDIA,0.3333
4532870.0,1.0185909000038293e+17,2025-09-30,,56.0,41.0,15.0,0.7321,-2.0,13.0,-7-0,"0,0004","0,0204",8.0,"0,0459",COMERCIO,1.0,"370,47","2,5688",0,"0,3149","0,2222","0,8","43,76",MEDIA,0.7321
3346101.0,1.018590900003785e+17,2025-08-31,,86.0,71.0,15.0,0.8256,0.0,15.0,0,"0,0030","0,0257",7.0,"0,0604",TRANSPORTE,1.0,"24,5","1,3892",0,"0,0780","0,3333","0,95","43,76",MEDIA,0.8256
109792911.0,1.0185909000039005e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0261",7.0,"0,0615",,,"412,77","2,6157",0,"0,3243","0,3333","0,8","43,76",MEDIA,0.3333
103532156.0,1.01859090000383e+17,2025-09-30,2025-10-12,71.0,41.0,30.0,0.5775,-5.0,25.0,-7-0,"0,0008","0,0286",7.0,"0,0683",TRANSPORTE,1.0,"180,99","2,2577",0,"0,2524","0,3333","0,8","43,76",MEDIA,0.5775
5071029.0,1.0185909000040389e+17,2025-09-30,,61.0,41.0,20.0,0.6720999999999999,2.0,22.0,0-7,"0,0047","0,0165",8.0,"0,0353",OTRAS_ACTIV_EMPR,1.0,"95,93","1,9820",0,"0,1971","0,2222",1,"43,75",MEDIA,0.6720999999999999
2252004.0,1.0185909000039026e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0019","0,0259",7.0,"0,0610",OTRAS_ACTIV_EMPR,1.0,"411,98","2,6149",0,"0,3241","0,3333","0,8","43,75",MEDIA,0.3333
1656068.0,1.0185909000040402e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0018","0,0253",7.0,"0,0593",COMERCIO,1.0,"411,22","2,6141",0,"0,3240","0,3333","0,8","43,75",MEDIA,0.3333
119208707.0,1.0185909000039173e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0249",7.0,"0,0582",,,"409,86","2,6126",0,"0,3237","0,3333","0,8","43,74",MEDIA,0.3333
3325435.0,1.0185909000034464e+17,2025-10-06,,50.0,35.0,15.0,0.7,-3.0,12.0,-7-0,"0,0004","0,0255",7.0,"0,0599",TRANSPORTE,1.0,"118,92","2,0753",0,"0,2158","0,3333","0,8","43,74",MEDIA,0.7
2065223.0,1.0185909000038824e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0010","0,0074",9.0,"0,0104",COMERCIO,1.0,"4859,12","3,6866",1,"0,5393","0,1111","0,8","43,74",MEDIA,0.3333
3495176.0,1.01859090000379e+17,2025-08-31,2025-10-11,71.0,71.0,0.0,1.0,1.0,1.0,0-7,"0,0009","0,0076",9.0,"0,0110",COMERCIO,1.0,"108,61","2,0359",0,"0,2079","0,1111",1,"43,73",MEDIA,1.0
119208597.0,1.018590900003917e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0251",7.0,"0,0588",,,"409,27","2,6120",0,"0,3235","0,3333","0,8","43,73",MEDIA,0.3333
2987890.0,1.0185909000040403e+17,2025-10-31,,30.0,10.0,20.0,0.3333,0.0,20.0,0,"0,0004","0,0286",7.0,"0,0683",OTRAS_ACTIV_EMPR,1.0,"127,48","2,1054",0,"0,2218","0,3333","0,95","43,73",MEDIA,0.3333
1656068.0,1.0185909000040403e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0018","0,0253",7.0,"0,0593",COMERCIO,1.0,"408,05","2,6107",0,"0,3233","0,3333","0,8","43,73",MEDIA,0.3333
101189599.0,1.0185909000039178e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0288",7.0,"0,0689",,,"407,19","2,6098",0,"0,3231","0,3333","0,8","43,72",MEDIA,0.3333
2546137.0,1.0185909000040067e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0246",7.0,"0,0574",INDUSTRIA,1.0,"407,03","2,6096",0,"0,3231","0,3333","0,8","43,72",MEDIA,0.3333
2740181.0,1.0185909000039094e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0249",7.0,"0,0582",,,"406,87","2,6095",0,"0,3230","0,3333","0,8","43,72",MEDIA,0.3333
1656068.0,1.0185909000040402e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0018","0,0253",7.0,"0,0593",COMERCIO,1.0,"406,5","2,6091",0,"0,3230","0,3333","0,8","43,71",MEDIA,0.3333
117416296.0,1.0185909000039075e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0259",7.0,"0,0610",,,"405,51","2,6080",0,"0,3227","0,3333","0,8","43,71",MEDIA,0.3333
4022713.0,1.0185909000039752e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,024",8.0,"0,0558",COMERCIO,1.0,"1396,57","3,1451",0,"0,4306","0,2222","0,8","43,71",MEDIA,0.3333
2554365.0,1.0185909000039651e+17,2025-10-31,,53.0,10.0,43.0,0.1887,0.0,43.0,0,"0,0011","0,0206",8.0,"0,0465",OTROS_SERVICIOS,1.0,"710,23","2,8514",0,"0,3716","0,2222","0,95","43,70",MEDIA,0.1887
4847399.0,1.0185909000038917e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,0279",7.0,"0,0664",INDUSTRIA,1.0,"405,23","2,6077",0,"0,3227","0,3333","0,8","43,70",MEDIA,0.3333
1847374.0,1.018590900003868e+17,2025-10-29,,31.0,12.0,19.0,0.3871,-2.0,17.0,-7-0,"0,0003","0,0283",7.0,"0,0675",COMERCIO,1.0,"337,59","2,5284",0,"0,3068","0,3333","0,8","43,70",MEDIA,0.3871
4936334.0,1.0185909000039704e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-1.0,19.0,-7-0,"0,0002","0,0118",9.0,"0,0225",COMERCIO,1.0,"4802,33","3,6815",1,"0,5383","0,1111","0,8","43,70",MEDIA,0.3333
112079248.0,1.0185909000039594e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,0278",7.0,"0,0661",,,"404,09","2,6065",0,"0,3224","0,3333","0,8","43,70",MEDIA,0.3333
1656068.0,1.0185909000040434e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0018","0,0253",7.0,"0,0593",COMERCIO,1.0,"404,06","2,6064",0,"0,3224","0,3333","0,8","43,70",MEDIA,0.3333
2623386.0,1.0185909000039189e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0008","0,0273",7.0,"0,0648",INDUSTRIA,1.0,"403,99","2,6064",0,"0,3224","0,3333","0,8","43,70",MEDIA,0.3333
116308990.0,1.0185909000038997e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,0273",7.0,"0,0648",,,"403,89","2,6063",0,"0,3224","0,3333","0,8","43,69",MEDIA,0.3333
1577927.0,1.018590900003965e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,0281",7.0,"0,0670",COMERCIO,1.0,"403,69","2,6060",0,"0,3224","0,3333","0,8","43,69",MEDIA,0.3333
4415917.0,1.0185909000039853e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0075","0,0297",7.0,"0,0713",INDUSTRIA,4.0,"403,49","2,6058",0,"0,3223","0,3333","0,8","43,69",MEDIA,0.3333
5224868.0,1.018590900003935e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,0284",7.0,"0,0678",COMERCIO,1.0,"403,38","2,6057",0,"0,3223","0,3333","0,8","43,69",MEDIA,0.3333
4063929.0,1.0185909000038293e+17,2025-09-30,,56.0,41.0,15.0,0.7321,-3.0,12.0,-7-0,"0,0004","0,0212",8.0,"0,0481",,1.0,"361,61","2,5582",0,"0,3128","0,2222","0,8","43,69",MEDIA,0.7321
119413339.0,1.0185909000039178e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,0251",7.0,"0,0588",,,"402,89","2,6052",0,"0,3222","0,3333","0,8","43,69",MEDIA,0.3333
3041099.0,1.018590900003948e+17,2025-10-31,,61.0,10.0,51.0,0.16390000000000002,4.0,55.0,0-7,"0,0128","0,0267",7.0,"0,0631",OTRAS_ACTIV_EMPR,1.0,"151,07","2,1792",0,"0,2367","0,3333",1,"43,69",MEDIA,0.16390000000000002
3009818.0,1.018590900003823e+17,2025-09-30,2025-05-12,66.0,41.0,25.0,0.6212,-2.0,23.0,-7-0,"0,0004","0,0253",7.0,"0,0593",TRANSPORTE,1.0,"152,34","2,1828",0,"0,2374","0,3333","0,8","43,68",MEDIA,0.6212
3495176.0,1.0185909000037896e+17,2025-08-31,2025-10-11,71.0,71.0,0.0,1.0,1.0,1.0,0-7,"0,0009","0,0076",9.0,"0,0110",COMERCIO,1.0,"106,66","2,0280",0,"0,2063","0,1111",1,"43,68",MEDIA,1.0
1586966.0,1.0185909000039258e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0011","0,0252",7.0,"0,0590",COMERCIO,1.0,"401,8","2,6040",0,"0,3219","0,3333","0,8","43,68",MEDIA,0.3333
107026241.0,1.0185909000039899e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0287",7.0,"0,0686",,,"401,79","2,6040",0,"0,3219","0,3333","0,8","43,68",MEDIA,0.3333
101669891.0,1.0185909000038936e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,0183",8.0,"0,0402",OTROS_SERVICIOS,1.0,"1382,57","3,1407",0,"0,4297","0,2222","0,8","43,68",MEDIA,0.3333
2016394.0,1.0185909000039483e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-2.0,18.0,-7-0,"0,0002","0,0138",9.0,"0,0279",COMERCIO,1.0,"4753,61","3,6770",1,"0,5374","0,1111","0,8","43,67",MEDIA,0.3333
4384554.0,1.0185909000039778e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-2.0,18.0,-7-0,"0,0002","0,0118",9.0,"0,0225",COMERCIO,1.0,"4751,14","3,6768",1,"0,5373","0,1111","0,8","43,67",MEDIA,0.3333
4782308.0,1.018590900003951e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0004","0,0228",8.0,"0,0525",COMERCIO,1.0,"1378,12","3,1393",0,"0,4294","0,2222","0,8","43,67",MEDIA,0.3333
116352918.0,1.0185909000038909e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0005","0,03",7.0,"0,0722",,,"399,98","2,6020",0,"0,3215","0,3333","0,8","43,67",MEDIA,0.3333
4265490.0,1.0185909000039043e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,027",7.0,"0,0640",COMERCIO,1.0,"399,55","2,6016",0,"0,3215","0,3333","0,8","43,66",MEDIA,0.3333
3954238.0,1.018590900003976e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0227",8.0,"0,0522",COMERCIO,1.0,"1374,9","3,1383",0,"0,4292","0,2222","0,8","43,66",MEDIA,0.3333
101554395.0,1.0185909000040008e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0277",7.0,"0,0659",,,"398,67","2,6006",0,"0,3213","0,3333","0,8","43,66",MEDIA,0.3333
117674078.0,1.0185909000039034e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0279",7.0,"0,0664",,,"398,61","2,6005",0,"0,3212","0,3333","0,8","43,66",MEDIA,0.3333
4588811.0,1.0185909000038195e+17,2025-09-30,,61.0,41.0,20.0,0.6720999999999999,-1.0,19.0,-7-0,"0,0019","0,03",7.0,"0,0722",TRANSPORTE,1.0,"127,12","2,1042",0,"0,2216","0,3333","0,8","43,66",MEDIA,0.6720999999999999
3912637.0,1.0185909000039843e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0221",8.0,"0,0506",COMERCIO,1.0,"1371,78","3,1373",0,"0,4290","0,2222","0,8","43,65",MEDIA,0.3333
3021820.0,1.0185909000039448e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0295",7.0,"0,0708",COMERCIO,1.0,"398,04","2,5999",0,"0,3211","0,3333","0,8","43,65",MEDIA,0.3333
